-0.6,-1.5,-0.9,-1.2,0.6,0.6,1835.96
-0.9,0.3,-0.3,-0.6,1.2,-0.3,470.54
-0.3,0.3,0.3,0.6,1.5,-0.9,1160.12
1.2,1.5,1.2,-0.6,-1.5,0.3,1262.12
-0.3,1.5,1.5,0.6,0.6,-1.2,778.94
-1.2,-0.6,-0.3,1.2,2.22044604925e-16,0.6,836.42
1.5,1.5,2.22044604925e-16,-0.3,1.2,-0.9,1245.5
0.6,-0.3,-1.2,0.9,0.6,-0.6,342.56
-0.6,2.22044604925e-16,-0.6,-1.2,-0.3,-0.3,622.94
0.9,0.3,-1.2,0.3,-0.6,0.9,407.54
-1.5,0.6,-1.2,-0.3,-0.6,-0.3,925.04
-0.9,-1.2,1.2,-1.5,0.9,0.6,1475.54
-0.9,-1.2,1.5,-0.6,-0.3,-1.5,1525.94
-0.9,2.22044604925e-16,-1.2,-0.3,2.22044604925e-16,-0.3,534.32
1.2,-0.9,1.5,1.5,0.9,-0.9,1130.24
-1.5,-1.2,-1.2,-1.2,1.5,0.9,2787.8
1.5,2.22044604925e-16,-1.2,-1.5,1.2,0.6,1707.8
2.22044604925e-16,-1.2,-1.2,-0.6,-0.6,-1.5,1711.04
-0.6,-0.3,1.2,0.3,1.5,0.3,880.82
0.3,1.2,-0.6,-0.9,2.22044604925e-16,0.6,807.44
-1.2,0.6,-1.2,0.9,-0.6,0.6,560.06
2.22044604925e-16,-0.3,1.2,1.5,-0.6,0.9,979.52
1.2,-1.5,1.5,2.22044604925e-16,0.6,0.9,1499.72
1.5,-0.6,0.9,0.6,-0.3,2.22044604925e-16,894.86
-1.2,1.5,-0.9,-1.2,0.6,-0.9,1639.64
-0.6,1.5,2.22044604925e-16,0.9,0.6,-0.3,769.16
0.3,0.6,-0.6,-0.6,0.9,-1.2,649.28
-0.9,-0.3,1.5,0.6,-0.6,-1.5,1040.66
-0.6,-1.5,1.2,1.2,0.9,0.6,504.44
-0.9,-1.2,0.6,0.9,0.3,-1.5,791.66
0.9,0.6,0.9,1.5,0.3,-1.2,628.76
0.3,-1.2,1.5,0.6,-0.9,-0.3,730.34
2.22044604925e-16,2.22044604925e-16,-0.3,0.3,1.2,2.22044604925e-16,348.2
2.22044604925e-16,0.6,-0.6,-1.2,-0.9,-1.2,1335.26
1.2,0.6,1.5,-0.3,2.22044604925e-16,0.9,935.72
-1.5,2.22044604925e-16,1.5,0.3,2.22044604925e-16,-1.2,1265.3
0.9,1.2,0.9,-0.6,0.3,-1.2,413.06
-1.2,1.5,-0.3,-1.2,0.6,0.3,899.72
-0.3,2.22044604925e-16,0.6,-1.5,-0.6,0.6,1212.44
0.9,0.9,0.3,-0.9,1.2,0.9,173.36
0.6,0.9,0.6,-1.5,0.3,-0.3,782.06
-0.9,-0.9,2.22044604925e-16,-1.2,2.22044604925e-16,1.5,948.44
0.3,0.9,-0.3,0.3,1.2,-1.2,1016.12
1.5,-1.5,-0.9,1.5,0.3,1.2,2960.42
-1.2,-1.2,1.5,-1.2,2.22044604925e-16,0.9,2191.7
1.5,1.2,-0.3,-1.2,-0.3,1.2,1013.9
-0.9,0.6,2.22044604925e-16,2.22044604925e-16,-0.6,0.9,90.86
-0.9,1.2,1.5,-0.6,0.6,1.2,910.76
-0.3,1.5,0.3,1.2,-0.6,0.9,1152.62
-0.6,-0.9,-0.9,1.5,0.6,-0.9,939.98
-0.3,0.3,0.9,-1.2,2.22044604925e-16,-0.3,698.42
-0.3,0.3,0.9,-0.6,-0.6,-0.6,460.46
0.9,-0.6,1.2,-1.2,-0.6,-0.6,1484.66
-0.9,0.6,-1.5,-0.6,0.6,-0.6,1273.28
-0.6,-0.3,-1.5,-0.9,0.6,2.22044604925e-16,1320.26
0.6,0.9,0.3,-0.6,0.9,-1.2,539.18
0.6,0.6,1.5,-0.6,2.22044604925e-16,-0.6,1001.06
-0.3,0.6,2.22044604925e-16,1.5,0.9,2.22044604925e-16,514.94
1.2,0.9,1.2,-0.3,-0.6,-1.5,745.04
0.6,-1.2,2.22044604925e-16,0.6,1.2,2.22044604925e-16,770.84
0.9,-1.5,0.3,0.3,0.3,1.5,1129.22
1.5,0.6,1.2,0.9,-0.9,1.2,683.66
1.5,1.2,2.22044604925e-16,0.6,-0.6,0.3,450.14
1.5,-1.5,0.9,2.22044604925e-16,0.9,0.9,1743.44
0.3,-1.2,0.3,-0.9,1.2,-0.3,721.82
0.3,-0.3,-0.6,-0.9,-0.9,-1.2,929.96
2.22044604925e-16,0.3,0.6,-1.5,-1.2,-1.2,2280.92
-1.5,1.2,0.9,-1.5,-1.2,1.5,1881.02
-0.3,1.2,0.6,1.2,0.3,-0.3,411.92
-0.3,0.3,-1.2,1.5,1.5,-1.2,1425.2
0.9,0.6,-0.6,0.3,-0.3,-1.5,369.86
-0.6,0.6,-1.2,1.2,-0.6,0.9,710.36
1.2,1.5,0.6,-0.9,1.5,-0.9,1475.54
-0.6,2.22044604925e-16,2.22044604925e-16,-0.6,-1.2,0.9,333.44
2.22044604925e-16,-0.6,1.2,-0.6,0.6,-0.3,578.36
-1.2,2.22044604925e-16,-0.9,-0.9,0.9,0.3,620.66
2.22044604925e-16,2.22044604925e-16,2.22044604925e-16,-0.6,2.22044604925e-16,0.3,64.52
2.22044604925e-16,-1.5,2.22044604925e-16,-0.9,0.6,0.3,829.04
-0.9,1.5,0.9,-1.2,-1.5,-0.6,2325.44
-1.2,2.22044604925e-16,1.2,-0.9,2.22044604925e-16,1.5,1200.02
2.22044604925e-16,-0.9,0.9,1.2,-0.9,0.6,657.26
1.2,1.2,1.5,-1.2,-0.6,-1.5,1966.22
-0.3,-1.5,-1.2,-0.9,0.6,-0.6,2103.74
-1.2,1.5,1.5,-0.9,-1.5,0.3,1977.92
-1.2,-1.2,-0.3,1.5,1.2,0.9,1349.6
0.3,2.22044604925e-16,-1.2,-0.3,0.3,0.6,486.5
0.6,-1.5,-0.3,-0.9,-0.9,0.3,1427.96
-0.3,-1.2,-1.2,-0.9,-1.2,-1.2,2531.72
1.2,-0.9,2.22044604925e-16,-1.2,0.6,-1.2,1080.74
1.2,-1.2,-0.6,0.9,-1.2,0.6,1629.14
0.3,-1.5,-0.6,1.2,1.5,0.6,1417.82
2.22044604925e-16,-0.6,0.6,-1.5,2.22044604925e-16,0.3,913.94
2.22044604925e-16,-0.3,-0.9,1.2,0.9,1.2,172.94
-1.2,-1.2,-1.2,0.9,0.6,0.3,1442.54
0.6,0.9,1.2,1.5,-0.9,-1.2,1445.06
0.9,-0.9,1.2,-1.5,-0.9,-1.2,2581.76
1.2,0.9,2.22044604925e-16,-0.6,-1.2,-1.2,1079.54
0.3,2.22044604925e-16,-0.6,-0.3,0.3,0.3,95.42
-1.2,2.22044604925e-16,-0.3,1.5,0.3,1.5,1002.5
2.22044604925e-16,2.22044604925e-16,-1.2,-0.6,1.5,1.5,756.02
1.5,-0.3,0.3,-0.3,0.3,0.9,744.5
1.2,0.3,-1.2,1.5,-0.3,0.6,980.3
0.3,1.5,-0.9,-0.3,-0.9,-1.5,1955.54
1.2,-0.3,1.2,-0.6,-1.2,0.3,1224.62
-0.6,-0.6,-0.6,0.6,-0.6,0.9,321.8
1.2,1.5,1.5,-0.3,-1.2,1.5,880.7
-1.2,-0.9,-0.6,1.2,1.2,0.9,862.94
-0.3,-0.6,-0.6,-0.6,0.3,-1.5,494.96
1.2,1.5,0.3,0.9,0.9,-1.5,981.44
-0.9,-0.6,-1.5,0.9,1.2,-1.5,1619.06
1.5,-1.5,-0.3,1.2,1.2,-1.5,3058.1
-1.5,0.9,-1.5,-0.6,1.5,2.22044604925e-16,2179.64
-0.9,-0.3,-0.3,-0.6,-0.3,0.9,306.44
2.22044604925e-16,0.6,-1.2,0.3,1.5,-0.9,1607.12
1.5,2.22044604925e-16,-1.2,0.3,-0.9,-0.9,1180.82
1.2,0.3,-1.2,-0.3,1.2,-1.2,1426.4
1.2,2.22044604925e-16,0.3,-0.6,-0.3,0.3,317.72
-0.6,0.3,0.6,0.9,0.3,-0.6,132.86
0.6,1.5,-0.3,1.2,-0.3,0.6,1236.02
0.9,-0.6,-1.5,-0.6,2.22044604925e-16,1.2,1526.36
-1.2,1.5,2.22044604925e-16,0.9,0.9,1.2,609.74
-1.5,-0.3,0.3,0.9,-0.3,1.5,1052.42
1.2,-0.6,0.6,-0.6,-0.6,1.2,684.68
-0.6,2.22044604925e-16,1.5,1.5,0.9,1.2,495.74
-1.2,2.22044604925e-16,-1.2,-0.9,0.9,2.22044604925e-16,979.64
1.5,0.9,0.9,2.22044604925e-16,0.6,-0.9,444.86
-0.9,-1.5,-0.3,-0.9,0.3,-0.6,1371.14
1.2,0.9,0.3,0.6,-0.6,0.6,182.36
1.2,-1.2,-1.2,-0.9,-1.5,-1.2,3684.92
2.22044604925e-16,-0.6,0.9,1.5,1.5,0.9,355.34
-0.3,-0.3,2.22044604925e-16,1.5,-1.2,1.5,1441.1
-1.2,1.2,-1.2,-0.3,0.3,2.22044604925e-16,1022.6
1.2,-1.2,-0.9,0.9,-1.2,-1.2,2359.64
1.5,0.3,0.6,0.6,0.6,-0.6,511.16
-1.5,-0.9,0.9,1.2,1.2,0.3,1153.94
-1.2,0.3,-0.6,0.3,-0.6,1.2,307.04
-0.3,0.3,-0.9,-0.3,-0.3,1.2,373.22
-0.3,1.2,-1.5,-0.6,-1.5,-1.2,3352.82
0.3,-0.6,-0.3,1.5,-0.6,-1.2,1353.14
-0.6,0.6,-0.6,1.5,1.5,-0.6,1102.16
1.5,-1.5,-0.9,-1.5,2.22044604925e-16,-0.9,3536.72
-1.2,1.5,-1.2,2.22044604925e-16,2.22044604925e-16,0.3,1418.9
1.2,0.3,0.3,0.3,-1.5,1.5,455.6
1.2,-0.6,1.5,0.3,-0.6,0.3,980.24
-0.3,-1.5,1.5,0.3,-0.3,2.22044604925e-16,715.7
-1.2,1.5,-0.3,1.2,-1.5,0.9,1833.5
-0.6,-1.2,1.5,1.5,-1.2,-0.6,1919.12
-1.2,1.2,0.9,-1.5,1.2,0.9,719.12
0.3,0.3,-1.5,0.9,0.9,-0.9,739.94
0.9,1.5,-1.2,-0.6,-1.5,-0.6,2826.14
0.6,-0.3,0.3,0.6,1.5,1.2,316.94
1.5,-0.3,1.2,0.9,2.22044604925e-16,-1.2,1015.22
0.9,-0.3,1.5,1.5,0.3,-1.2,927.62
-0.6,0.6,1.5,0.6,1.2,2.22044604925e-16,689.06
-0.3,0.6,0.3,2.22044604925e-16,-1.2,2.22044604925e-16,386.72
2.22044604925e-16,0.6,-0.3,-1.5,2.22044604925e-16,-0.9,929.72
1.2,1.5,1.5,-0.9,2.22044604925e-16,-1.2,1263.62
0.6,-1.2,-1.2,-0.3,-0.6,-0.9,1463.54
0.6,0.9,-0.6,2.22044604925e-16,0.9,-1.2,729.68
-0.3,1.2,0.3,0.3,0.9,-1.5,859.52
1.5,-0.3,0.9,0.3,1.5,-1.2,2133.62
0.9,-1.2,1.2,2.22044604925e-16,-1.5,2.22044604925e-16,1360.52
1.5,-0.9,2.22044604925e-16,0.6,-1.5,2.22044604925e-16,1957.34
-0.9,0.6,-1.5,-1.5,1.5,0.9,2011.64
0.6,2.22044604925e-16,0.9,-0.6,0.3,2.22044604925e-16,298.16
