2.22044604925e-16,-0.6,1.2,-0.3,412.92
1.5,-1.5,0.3,2.22044604925e-16,1794.3
-0.3,0.3,0.6,-1.2,276.12
1.5,2.22044604925e-16,1.5,0.9,915.0
-0.6,-1.5,-0.3,-1.2,1173.12
0.3,0.3,0.6,1.2,102.12
2.22044604925e-16,2.22044604925e-16,0.6,-1.5,384.12
-0.9,1.2,-0.9,0.3,596.04
1.5,0.9,0.6,0.3,187.44
-0.9,-1.2,-0.6,0.3,831.54
-0.9,-0.3,0.9,-0.6,392.94
-1.5,-1.2,-0.3,0.3,1510.2
-0.3,0.3,-1.2,1.2,183.6
-1.5,-0.6,-1.2,-0.3,1372.02
-0.9,0.3,1.5,-1.2,1419.42
0.6,-1.2,0.3,1.5,577.62
-1.5,1.5,-0.6,-0.6,969.72
-1.5,1.2,0.6,-0.3,230.82
0.3,-0.9,0.6,0.6,112.44
1.2,1.5,1.2,1.2,116.7
-1.5,0.3,1.5,1.5,642.3
-1.5,-0.9,0.3,2.22044604925e-16,1029.42
-0.9,-1.5,-1.2,0.6,1809.12
1.2,1.2,1.5,-0.9,998.7
0.6,2.22044604925e-16,2.22044604925e-16,0.3,24.12
0.3,0.9,-0.3,0.9,256.62
1.2,-1.2,-1.5,2.22044604925e-16,2078.7
2.22044604925e-16,2.22044604925e-16,1.5,-1.5,1633.5
-0.9,1.5,0.3,-1.2,598.62
2.22044604925e-16,0.6,-0.6,-0.9,290.64
1.2,-1.2,2.22044604925e-16,-1.5,1135.2
-1.5,2.22044604925e-16,1.2,0.9,686.7
0.6,1.2,-1.2,0.6,843.12
2.22044604925e-16,1.5,-0.9,0.3,1248.12
1.2,-1.5,-1.2,1.5,2066.1
0.9,-0.6,-0.9,-1.5,897.36
0.6,-0.6,0.3,1.2,218.94
2.22044604925e-16,-1.2,1.5,-0.9,1142.7
-0.6,-1.5,-1.5,0.3,2147.52
2.22044604925e-16,0.3,-1.5,0.3,649.8
-0.6,1.5,2.22044604925e-16,-0.3,649.02
2.22044604925e-16,-0.3,-0.9,-1.5,646.92
0.3,0.9,-0.6,0.3,267.84
0.3,-1.2,2.22044604925e-16,-0.3,389.1
1.5,-1.5,-0.9,-0.3,2531.82
-0.6,-0.6,0.3,0.6,124.14
-0.6,1.2,-1.5,-1.2,2134.02
0.6,0.3,2.22044604925e-16,1.5,227.82
0.9,2.22044604925e-16,0.9,-0.6,346.44
-0.9,-0.6,0.3,1.2,329.04
-0.6,2.22044604925e-16,0.6,0.6,58.44
-0.9,-1.5,0.6,0.3,816.24
2.22044604925e-16,-0.6,-1.2,-1.2,984.72
-1.2,-1.2,2.22044604925e-16,-1.2,1059.0
0.6,1.2,-0.6,0.3,489.84
-0.3,0.9,0.6,1.5,201.84
1.2,0.3,-0.3,1.5,346.2
-0.3,-1.5,0.3,1.5,840.3
-1.5,-0.9,2.22044604925e-16,1.2,1212.72
-1.2,-0.6,-0.6,-0.3,561.84
-0.6,1.2,0.3,-0.3,218.82
1.5,2.22044604925e-16,1.5,1.5,789.0
-0.9,-0.6,0.3,0.9,271.44
0.3,-1.5,-1.2,2.22044604925e-16,1662.0
-0.9,-0.6,1.5,-1.5,1741.44
-1.2,-0.3,1.5,1.5,564.6
-1.2,0.6,0.9,-0.9,397.14
-1.5,-0.6,-0.9,-0.9,1275.84
-0.6,2.22044604925e-16,-1.2,-0.3,468.12
0.9,1.5,-1.5,-1.5,2866.62
0.9,0.6,0.9,0.3,59.76
2.22044604925e-16,1.2,-0.6,1.2,634.32
0.3,-0.6,1.5,0.6,453.12
-0.6,1.2,1.5,1.5,130.02
-0.9,-1.5,1.2,0.6,724.32
-1.5,-0.9,1.5,-0.3,1700.22
-0.6,-0.6,1.2,-1.5,1032.24
-1.2,0.3,0.3,0.3,144.6
1.2,-1.5,-1.5,-1.2,3473.4
0.9,-1.5,-1.5,-0.3,2602.62
-0.9,-0.9,0.3,-0.3,341.34
1.2,0.6,0.3,1.5,270.42
-1.2,-0.3,-0.9,2.22044604925e-16,476.52
0.3,-0.3,1.5,0.6,488.7
0.3,-0.3,-1.5,-1.5,1682.7
1.2,-0.6,-1.2,1.2,672.72
0.3,-1.5,-0.9,-0.9,1547.82
-0.3,0.3,-1.2,-0.3,480.6
-1.2,-0.3,-1.2,1.2,486.3
-1.2,1.5,-0.3,-1.5,910.2
0.9,-1.5,1.2,-1.5,1514.52
2.22044604925e-16,0.9,-0.9,1.5,425.64
0.6,0.3,-1.5,0.3,640.32
0.6,-0.3,1.5,-1.2,1434.72
-0.3,-0.9,2.22044604925e-16,-0.3,178.92
0.6,0.6,0.9,0.6,39.66
1.2,0.6,-1.2,-1.2,1015.92
0.3,-0.6,0.3,-0.9,149.52
0.3,-0.9,1.2,-1.5,981.72
1.2,1.5,0.6,-1.2,516.42
-0.9,-0.3,0.9,1.5,241.74
1.5,-0.3,1.2,0.3,905.4
-1.5,0.3,1.5,-1.2,1776.3
0.3,1.2,-0.6,0.6,548.22
-1.5,1.5,-0.9,2.22044604925e-16,1124.22
-1.2,0.3,1.2,-1.2,955.5
-0.3,1.2,1.5,0.6,397.8
-0.3,-1.5,-1.5,-0.3,2323.5
0.6,-0.9,0.3,0.9,254.64
-0.6,1.5,0.3,0.6,539.52
0.9,-1.2,1.5,0.9,591.72
0.3,0.3,-1.2,1.2,182.4
1.5,1.5,0.6,-0.9,487.92
-0.3,1.5,0.6,0.3,473.52
-1.2,-1.2,-0.6,0.3,1125.72
-1.2,0.6,-0.9,0.6,242.34
-0.3,2.22044604925e-16,1.2,0.6,218.1
0.6,-1.2,1.5,1.5,305.22
1.5,1.2,-0.6,1.5,659.22
1.2,-0.3,2.22044604925e-16,2.22044604925e-16,306.3
0.9,-0.6,-0.6,0.6,301.86
-1.5,0.6,-1.5,-1.2,1821.12
-0.3,2.22044604925e-16,1.5,-0.6,1041.0
0.3,0.9,0.9,2.22044604925e-16,132.54
1.5,0.9,1.2,2.22044604925e-16,405.12
-1.2,0.3,-1.2,1.2,312.3
0.9,-0.3,0.9,-0.9,482.94
-0.6,-1.2,0.9,1.5,327.54
0.3,2.22044604925e-16,-1.5,0.9,415.8
-1.5,-0.3,0.9,2.22044604925e-16,789.42
1.2,0.3,1.2,-0.3,556.5
0.6,1.5,1.2,-0.9,788.22
0.9,1.2,-0.9,1.2,581.64
0.9,0.6,1.2,-1.5,939.54
1.5,0.6,1.2,-0.6,759.42
2.22044604925e-16,1.5,1.2,-1.5,1200.9
0.6,0.9,-0.9,-0.9,617.76
-0.6,-1.2,-1.2,-0.9,1500.12
-0.6,1.2,-0.3,2.22044604925e-16,378.42
-0.6,-1.2,-1.5,-1.2,2311.62
1.2,1.5,1.5,1.5,113.4
-0.3,-1.2,-0.6,1.5,721.62
1.2,0.9,2.22044604925e-16,1.5,320.82
-0.6,2.22044604925e-16,1.2,0.6,231.12
2.22044604925e-16,0.3,-0.9,-1.2,516.12
0.6,0.3,0.6,-1.2,270.54
-1.2,1.5,0.6,0.3,278.22
-0.9,-1.5,0.9,1.2,740.94
0.6,-0.6,-0.9,-1.5,790.86
-0.6,0.9,-0.3,2.22044604925e-16,157.44
1.5,-1.2,2.22044604925e-16,1.5,1628.7
2.22044604925e-16,0.6,-1.5,-0.9,1381.62
-0.6,2.22044604925e-16,-0.6,-1.5,401.04
-0.6,0.3,2.22044604925e-16,-0.9,86.22
1.2,-1.2,0.6,-1.2,1015.92
0.9,-1.5,0.9,-1.5,1255.74
